the_geom,OBJECTID,NYSStreetID,LeftFromAddress,LeftToAddress,RightFromAddress,RightToAddress,CompleteStreetName,HighwayNumber,Jurisdiction,FCC,ACC,SPEED,LeftPostal,RightPostal,Shape.STLength()
"MULTILINESTRING ((-78.878621144317 42.881649478637, -78.878647149075 42.881761503182))",7549,477794416,,,,,State Route 5,5,01,A15,2,65,14202,14202,12.635430344910246
"MULTILINESTRING ((-78.855180217084 42.931827519632, -78.855096188189 42.931647488293, -78.855014156282 42.93139544987, -78.854977119112 42.931110470945, -78.854964095528 42.931080477624))",4442,477780631,,,,,Park Road,,12,A41,5,25,14216,14216,85.302372061839463
"MULTILINESTRING ((-78.846217191291 42.918540506931, -78.84618518564 42.918569495414, -78.846116112704 42.918591447665))",5496,477784640,166,178,,,Donaldson Road,,12,A41,5,25,14208,14208,10.299996495445708
"MULTILINESTRING ((-78.866042120746 42.872010466878, -78.865221099394 42.871867427952, -78.864536112108 42.871746435692))",10233,477797106,380,404,361,405,South Park Avenue,,12,A31,4,35,14204,14204,126.60829705375295
"MULTILINESTRING ((-78.814866088224 42.918901496709, -78.814353156302 42.918907448885, -78.813688130372 42.918902446403))",1450,477784399,1100,1298,1101,1299,Northland Avenue,,12,A41,5,25,14215,14215,96.262322940253796
"MULTILINESTRING ((-78.854084098846 42.930050505553, -78.854035124356 42.929976525652, -78.853402118729 42.929587477854))",4430,477781249,2,96,,,West Humboldt Parkway,,12,A40,4,25,14214,14214,76.568177286171107
"MULTILINESTRING ((-78.813764197267 42.904863494891, -78.813733102555 42.907371450954))",1141,477787990,1854,1946,1855,1945,Bailey Avenue,62,01,A21,3,35,14211,14211,278.84349965497779
"MULTILINESTRING ((-78.821666105208 42.948424503566, -78.821424204038 42.948395495901, -78.82105814563 42.948364515773, -78.818860118759 42.948240521868, -78.817666174208 42.94816452761))",2150,477776180,164,272,165,271,Highgate Avenue,,12,A41,5,25,14215,14215,328.04413529693988
"MULTILINESTRING ((-78.799623373715 42.867315996268, -78.799618592332 42.867315872302, -78.799613905116 42.867314919942, -78.799609454485 42.867313168123, -78.799605375669 42.867310670075, -78.7996017926 42.867307501698, -78.79959881415 42.867303759263, -78.799596530816 42.867299556482, -78.799595011976 42.867295021053, -78.79959430378 42.867290290784, -78.799594427745 42.867285509402, -78.799595380106 42.867280822185, -78.799597131925 42.867276371554, -78.799599629973 42.867272292738, -78.79960279835 42.86726870967, -78.799606540785 42.86726573122, -78.799610743566 42.867263447886, -78.799615278995 42.867261929046, -78.799620009264 42.86726122085, -78.799624790646 42.867261344815, -78.799629477863 42.867262297176, -78.799633928494 42.867264048994, -78.79963800731 42.867266547043, -78.799641590378 42.867269715419, -78.799644568828 42.867273457854, -78.799646852162 42.867277660636, -78.799648371002 42.867282196064, -78.799649079198 42.867286926333, -78.799648955233 42.867291707716, -78.799648002872 42.867296394932, -78.799646251054 42.867300845563, -78.799643753005 42.867304924379, -78.799640584629 42.867308507447, -78.799636842194 42.867311485898, -78.799632639412 42.867313769232, -78.799628103984 42.867315288072, -78.799623373715 42.867315996268))",11842,,,,,,,,,,,,,,19.151148818904929
"MULTILINESTRING ((-78.806422100751 42.834590502406, -78.806145175993 42.83370149873, -78.805889136105 42.832885450456))",59,477802732,1098,1160,1087,1159,Abbott Road,,12,A31,4,35,14220,14220,194.51483048456538
"MULTILINESTRING ((-78.90107419208 42.904199482626, -78.901141136792 42.904142455411, -78.901205136378 42.904114430552))",8842,800008933,,,,,Pump AcRd,,12,A40,5,25,14201,14201,14.464027321201838
"MULTILINESTRING ((-78.863475108046 42.884855475927, -78.863426124489 42.884994438527))",7250,477793559,,,,,Pine Street,354,01,A31,3,35,14204,14204,15.960783188792744
"MULTILINESTRING ((-78.8960701787 42.957983473422, -78.895514223861 42.958578477887))",2592,477773783,542,566,541,563,Ontario Street,,12,A31,4,35,14207,14207,80.236754670474966
"MULTILINESTRING ((-78.897022193129 42.950578458549, -78.89691013547 42.951303472758, -78.896911200641 42.951314510948))",2653,477775537,192,298,193,299,Rano Street,,12,A41,5,25,14207,14207,82.359302683785671
"MULTILINESTRING ((-78.851190145528 42.927965455457, -78.851148167631 42.928005495735, -78.851082137192 42.92806849551))",4391,477781723,,,,,Main Street,5,01,A21,3,35,14214,14214,14.460885203856471
"MULTILINESTRING ((-78.818365167716 42.861791481946, -78.817770138451 42.861399429713))",647,477799193,1748,1780,1747,1773,Seneca Street,16,01,A31,4,35,14210,14210,65.332626611833859
"MULTILINESTRING ((-78.832404118742 42.838752444845, -78.832396134302 42.839724493766, -78.832405184068 42.840228493814))",11530,477802028,42,88,53,95,Hopkins Street,,12,A41,5,25,14220,14220,164.11286942012458
"MULTILINESTRING ((-78.891570125154 42.913226512498, -78.89072316725 42.91365952053, -78.890446188618 42.913789507556))",8735,477786019,278,312,283,311,Hampshire Street,,12,A31,4,35,14213,14213,111.16974203472566
"MULTILINESTRING ((-78.880439240774 42.865345799321, -78.8804344593 42.865345681578, -78.880429770913 42.86534473533, -78.880425318067 42.865342989328, -78.880421236061 42.865340496622, -78.880417648923 42.865337332954, -78.880414665647 42.865333594448, -78.880412376878 42.865329394699, -78.88041085216 42.865324861313, -78.88041013782 42.865320132034, -78.880410255563 42.86531535056, -78.880411201811 42.865310662173, -78.880412947814 42.865306209328, -78.880415440519 42.865302127321, -78.880418604187 42.865298540183, -78.880422342693 42.865295556907, -78.880426542442 42.865293268138, -78.880431075829 42.86529174342, -78.880435805107 42.86529102908, -78.880440586581 42.865291146823, -78.880445274968 42.865292093071, -78.880449727813 42.865293839074, -78.88045380982 42.865296331779, -78.880457396958 42.865299495448, -78.880460380234 42.865303233953, -78.880462669003 42.865307433703, -78.880464193721 42.865311967089, -78.880464908061 42.865316696367, -78.880464790318 42.865321477841, -78.88046384407 42.865326166228, -78.880462098067 42.865330619074, -78.880459605362 42.86533470108, -78.880456441693 42.865338288218, -78.880452703188 42.865341271494, -78.880448503439 42.865343560263, -78.880443970052 42.865345084981, -78.880439240774 42.865345799321))",11926,,,,,,,,,,,,,,19.151148818904929
"MULTILINESTRING ((-78.886691444244 42.882504397264, -78.886686662762 42.882504280185, -78.886681974252 42.882503334588, -78.886677521172 42.882501589206, -78.886673438827 42.882499097071, -78.886669851256 42.882495933906, -78.886666867467 42.882492195821, -78.886664578119 42.882487996396, -78.886663052775 42.882483463229, -78.88666233778 42.882478734058, -78.886662454859 42.882473952576, -78.886663400456 42.882469264066, -78.886665145838 42.882464810986, -78.886667637973 42.88246072864, -78.886670801138 42.88245714107, -78.886674539223 42.88245415728, -78.886678738648 42.882451867933, -78.886683271815 42.882450342589, -78.886688000986 42.882449627594, -78.886692782468 42.882449744673, -78.886697470979 42.88245069027, -78.886701924058 42.882452435651, -78.886706006404 42.882454927786, -78.886709593974 42.882458090952, -78.886712577764 42.882461829037, -78.886714867111 42.882466028462, -78.886716392455 42.882470561629, -78.88671710745 42.8824752908, -78.886716990371 42.882480072282, -78.886716044774 42.882484760792, -78.886714299393 42.882489213872, -78.886711807258 42.882493296217, -78.886708644092 42.882496883788, -78.886704906007 42.882499867577, -78.886700706582 42.882502156925, -78.886696173415 42.882503682269, -78.886691444244 42.882504397264))",11976,,,,,,,,,,,,,,19.151148818904929
"MULTILINESTRING ((-78.815591154066 42.832023477856, -78.815390097056 42.832020463217))",15,477827799,202,202,199,201,Dorrance Avenue,,12,A41,5,25,14220,14220,16.455479330652668
"MULTILINESTRING ((-78.855591197362 42.930670456117, -78.856444138129 42.931237457912))",4439,477780725,2,32,1,31,Meadowview Place,,12,A41,5,25,14214,14214,93.968224948659881
"MULTILINESTRING ((-78.892337182536 42.910509458985, -78.891213144206 42.911085520289))",8764,477786696,242,274,241,275,Massachusetts Avenue,,12,A31,4,35,14213,14213,111.98859674123938
"MULTILINESTRING ((-78.818509119046 42.852801506211, -78.818415157075 42.852732433887))",383,477800291,340,340,333,339,Abbott Road,,12,A31,4,35,14220,14220,10.865049470994302
"MULTILINESTRING ((-78.828605179518 42.948759519628, -78.82829416391 42.948675487911, -78.826553114068 42.948331501483, -78.825159094329 42.94803547997))",4040,477776196,2,90,1,89,Lisbon Avenue,,12,A41,5,25,14214,14214,292.83511371453994
"MULTILINESTRING ((-78.812465102453 42.834675481772, -78.812066152147 42.834661502387, -78.811126094804 42.834647461939, -78.810086146714 42.834614503064, -78.809523141329 42.834614445216))",41,477802540,306,382,305,379,Downing Street,,12,A41,5,25,14220,14220,240.85520490878579
"MULTILINESTRING ((-78.847085147794 42.89906151267, -78.847093117664 42.900141513965))",6876,477789718,564,602,569,603,Sherman Street,,12,A41,5,25,14211,14211,120.07758325300969
"MULTILINESTRING ((-78.890742184535 42.936529508903, -78.890215218388 42.936713473541, -78.889585161333 42.936947493014))",3036,484723089,,,,,Parking Lot,,10,A75,5,15,14207,14207,105.33573773048573
"MULTILINESTRING ((-78.841030167681 42.889647493798, -78.841029100644 42.890887437352, -78.841022105058 42.891862509327, -78.841026178031 42.892627511799))",6631,477792467,174,298,167,299,Townsend Street,,12,A40,5,25,14212,14212,331.32245209981272
"MULTILINESTRING ((-78.874847112399 42.878434466622, -78.874785115822 42.878400463017))",10046,477795355,,,,,Interstate 190 Southbound,190,06,A15,1,65,14203,14203,6.323938646588313
"MULTILINESTRING ((-78.85210510055 42.940999461833, -78.851985101683 42.940979465999))",4554,477827554,1400,1406,,,Amherst Street,,12,A31,4,35,14216,14216,10.051119340576909
"MULTILINESTRING ((-78.867719158077 42.927605438437, -78.867667146929 42.927864524272, -78.867550112272 42.928069447023))",4770,477781864,1608,1624,1605,1621,Delaware Avenue,384,01,A31,3,35,14209,14209,53.826870737409855
"MULTILINESTRING ((-78.879920115119 42.923167464499, -78.879917171371 42.923202498781))",4999,477783119,,,,,Claremont Avenue,,12,A40,5,25,14222,14222,3.902665755501995
"MULTILINESTRING ((-78.817639157094 42.839527420661, -78.81763716503 42.839574487128))",245,477801869,,,,,Connecting Road,,12,A60,5,25,14220,14220,5.235303238332636
"MULTILINESTRING ((-78.852590107615 42.877671469752, -78.852069187348 42.877496433334, -78.851967167073 42.877454491987))",10786,477795649,634,644,635,645,Swan Street,16,01,A21,4,35,14210,14210,56.387401235310264
"MULTILINESTRING ((-78.880028140219 42.888391447257, -78.880675216077 42.888047508924, -78.880715117262 42.888037510781, -78.880816138644 42.888043445135, -78.881288150152 42.888113495514))",7768,477792790,200,298,201,299,West Mohawk Street,,12,A41,5,25,14202,14201,116.37688117670277
"MULTILINESTRING ((-78.892276116719 42.896582441655, -78.891438130293 42.897008486211))",9095,477790385,80,100,79,99,Pennsylvania Street,,12,A40,5,25,14201,14201,83.285094104721026
"MULTILINESTRING ((-78.877267112435 42.894256429918, -78.878233118028 42.894421472402))",7844,477791148,142,168,143,165,West Tupper Street,,12,A31,4,35,14201,14201,81.073562275474728
"MULTILINESTRING ((-78.849588105908 42.923697454015, -78.849563165714 42.924525466013))",5619,477782989,60,86,59,85,Meech Avenue,,12,A41,5,25,14208,14208,92.082351186427331
"MULTILINESTRING ((-78.882724198738 42.896781504562, -78.881617182776 42.897343477343))",7919,477790307,280,312,281,311,Maryland Street,,12,A41,5,25,14201,14201,109.968431833911
"MULTILINESTRING ((-78.887120209021 42.908474506699, -78.886552117809 42.908760513623))",8777,477787183,328,342,327,341,Vermont Street,,12,A40,5,25,14213,14213,56.275810967096618
"MULTILINESTRING ((-78.853808151714 42.833824506818, -78.853870155548 42.833806480089, -78.853937114314 42.833787475961))",11731,477802647,,,,,Commerce Drive,,12,A43,5,25,14218,14218,11.32748566172274
"MULTILINESTRING ((-78.802915185618 42.849517421983, -78.802615080036 42.849265482511, -78.802341167386 42.849039502528))",505,477800705,2366,2386,2367,2385,Seneca Street,16,01,A31,4,35,14210,14210,70.91032283225158
"MULTILINESTRING ((-78.875086219651 42.922238484044, -78.873909138908 42.922246509664))",5090,477783411,652,678,653,685,West Delavan Avenue,,12,A31,4,35,14222,14222,96.185165176371981
"MULTILINESTRING ((-78.801662164776 42.930206490463, -78.801283123093 42.930205500286))",1787,477780891,,,,,Driveway,,14,A74,5,15,14215,14215,30.96683710028023
"MULTILINESTRING ((-78.83262420114 42.918955474569, -78.832657104756 42.920612500114, -78.83265513348 42.921867507316))",5918,477784363,160,298,161,299,Dutton Avenue,,12,A41,5,25,14211,14211,323.78091473020027
"MULTILINESTRING ((-78.88756422226 42.957885504225, -78.886972145353 42.957885473332))",3600,477773796,46,98,47,99,Ritt Avenue,,12,A41,5,25,14216,14216,48.351914129579754
"MULTILINESTRING ((-78.902652213912 42.933607481811, -78.902674168927 42.933648509219, -78.902789209763 42.933919463321, -78.902817124983 42.934062478886, -78.902798137414 42.934190439182, -78.902734192407 42.934291482951, -78.902690161054 42.934331522124, -78.9025691707 42.934402460507, -78.90239019298 42.934457461278, -78.902227168359 42.934493459588))",9508,516218551,,,,,Ramp,,06,A63,4,45,14207,14207,127.35073009744889
"MULTILINESTRING ((-78.808392104373 42.925983452229, -78.808389149857 42.926801451548))",1583,477782317,412,438,413,439,Newburgh Avenue,,12,A41,5,25,14215,14215,90.944572130352043
"MULTILINESTRING ((-78.877312595701 42.866758348917, -78.877172488053 42.86654596631, -78.876619497356 42.865796438563, -78.876478877962 42.865619565207, -78.876147422549 42.865175196123, -78.875757880333 42.864643469093, -78.875313405448 42.864074877674, -78.875136567996 42.863836699246, -78.87477425259 42.863351684655, -78.874507000815 42.863027225387, -78.874331471662 42.862809836006, -78.874236228496 42.862646305164, -78.874120041123 42.86247158103, -78.873988005503 42.862332445449))",9775,800002467,,,,,Fuhrmann Boulevard,,12,A45,4,25,14203,14203,562.54968193818092
"MULTILINESTRING ((-78.803780081172 42.887322468768, -78.803727089342 42.889764439006))",925,477792954,94,166,93,173,Davey Street,,12,A41,5,25,14206,14206,271.52789985517285
"MULTILINESTRING ((-78.837217341833 42.84697160017, -78.837231792904 42.85071233746))",11580,600004887,101,199,100,198,Rittling Boulevard,,12,A41,5,25,14220,14220,415.89580324386327
"MULTILINESTRING ((-78.843715182025 42.916419472358, -78.843704099237 42.916176474077))",5494,477785186,,,681,689,Humboldt Parkway,,12,A30,4,35,14214,14208,27.032014353615413
"MULTILINESTRING ((-78.84052618673 42.916292472926, -78.840150166126 42.916287458431, -78.839196131193 42.916283489776))",5473,477785146,72,198,69,199,Sidney Street,,12,A40,5,25,14211,14211,108.69524497826167
"MULTILINESTRING ((-78.866002136941 42.884930489825, -78.865257124561 42.884946498933, -78.864691124192 42.884968516433))",7303,477793531,152,182,,,William Street,354,01,A35,3,35,14204,14204,107.2796419319519
"MULTILINESTRING ((-78.845812200465 42.921042494152, -78.845481178066 42.921044446961))",5691,477783810,28,98,31,99,Viola Park,,12,A41,5,25,14208,14208,27.049238436494011
"MULTILINESTRING ((-78.807988188084 42.843215434992, -78.807672120804 42.842946482788, -78.807284142495 42.84259843971, -78.806793135982 42.842192509647))",155,477801452,,,55,111,Tuscarora Road,,12,A45,5,25,14220,14220,149.99875310029847
"MULTILINESTRING ((-78.846643141662 42.923629486976, -78.846492104017 42.924176503862, -78.846445139877 42.924374455486, -78.846451185922 42.92447149227))",5622,477783003,58,196,53,197,Oakgrove Avenue,,12,A41,5,25,14208,14208,95.198204146559874
"MULTILINESTRING ((-78.906372175245 42.940466442142, -78.905488190228 42.940835459144))",2845,477777936,34,34,35,35,Hertel Avenue,,12,A41,4,25,14207,14207,83.053828930381684
"MULTILINESTRING ((-78.850069196086 42.91107350948, -78.850081161539 42.912328497068))",5382,477786579,2,42,1,41,Storz Avenue,,12,A41,5,25,14208,14208,139.53491677776196
"MULTILINESTRING ((-78.874128206361 42.893721427429, -78.873823216318 42.894632496567, -78.873535179127 42.895546501854))",7832,477791307,334,386,333,383,Franklin Street,,12,A31,4,35,14202,14202,208.63274618011008
"MULTILINESTRING ((-78.862164136176 42.893998507887, -78.862677189827 42.893778498632, -78.862865189887 42.893706508643))",7032,477791310,,,,,State Route 33,33,01,A15,2,65,14204,14204,65.881359004776115
"MULTILINESTRING ((-78.826743101302 42.931686523985, -78.825533165923 42.931687497465))",4197,477780404,48,82,49,83,Mendola Avenue,,12,A41,5,25,14215,14215,98.847532088550679
"MULTILINESTRING ((-78.845853103405 42.900119492206, -78.845059965287 42.900106151475, -78.844992693892 42.90007624382, -78.844893866503 42.899980076484))",6220,477789475,610,698,607,699,High Street,,12,A30,4,35,14211,14211,84.673978811987737
"MULTILINESTRING ((-78.859726133358 42.904839506977, -78.859707209529 42.905730434956))",8212,477787997,100,122,99,119,Masten Avenue,,12,A41,4,25,14209,14209,99.067363445170486
"MULTILINESTRING ((-78.843711105646 42.91829247608, -78.843512098711 42.918291514515))",5485,477784704,,,,,Walkway,,12,A71,5,5,14208,14208,16.262229244450594
"MULTILINESTRING ((-78.843939165781 42.904235463071, -78.84388112293 42.904182492003, -78.843679106431 42.904067464199, -78.843344121346 42.903929445286, -78.843153136656 42.903879502864, -78.842867188354 42.903850489958, -78.841551113032 42.903839442233))",6267,477788245,,,,,Humboldt Parkway South,,12,A40,5,25,14211,14211,207.57102003558873
"MULTILINESTRING ((-78.800156098434 42.919023477695, -78.799149092548 42.919015442553))",1608,477784348,366,398,365,399,Lang Avenue,,12,A41,5,25,14225,14211,82.289231980860421
"MULTILINESTRING ((-78.872222172286 42.885070482122, -78.871960099869 42.88589842926))",7396,477793428,242,268,241,267,Ellicott Street,5,01,A21,4,35,14203,14203,94.514287279507485
"MULTILINESTRING ((-78.888997218914 42.889415434749, -78.888961155513 42.889268460373, -78.88885916401 42.889089514703, -78.888022166018 42.888241473441, -78.887214210656 42.887502463775, -78.887105118243 42.887432432902, -78.886925211969 42.887334467236))",9201,477792948,,,,,Ramp,,06,A63,3,45,14202,14202,290.24970151215115
